,comment_id,Comment,word_length
86,347,"Doing computer revision was great. I found out that the University had done a great job in the area of computer studies, which made my work a lot more easier during the internship.",4.484848484848484
87,348,He has been given an assignment to work on his personal website in wordpress and has to post news on on the channel 44 website on a daily basis. He's copying well.,4.125
88,360,The student participated in ToT in Moodle LMS. He acquired administrative skills to manage Moodle LMS,5.375
89,361,This was king kind of new to her but put it into practice very well.,3.6
90,363,She is very well knowledgeable and asks when not sure of something.,4.666666666666667
91,364,"She has performed very well in the whole process of setting up a network, assigning IP addresses to sharing resources. Keep it up",4.6521739130434785
92,365,She is catching up very well as she contributes and asks questions were she doesn't know. Very good work done,4.5
93,366,student understood the importance of software drivers and was able to distinguish printer drivers based on printer models. Student was also able to understand and use inbuilt windows utility tools.,5.6
94,378,He knows how to identify a particular system especially a UPS but found if challenging to point out specific components which am sure now can do very well,4.535714285714286
95,379,Noted and well done.,4.25
96,380,He performed very well as he is able to setup a network and share resources,4.066666666666666
97,381,Done to the supervisor's satisfaction.,6.8
98,382,He is putting in effort and understands the concept of resource sharing,5.0
99,383,He is familiar with this concept of routers as he was able to execute the work given very well,4.0
100,384,Done,4.0
101,385,This was completed to my satisfaction,5.333333333333333
102,386,"He is understanding the concept of networking very well and can setup, share from both wired and wireless networks",5.052631578947368
103,387,She is very determined to know were she has a problem as she asks,3.7142857142857144
104,388,Great enthusiasm and self drive.,5.6
105,389,Tasks well done. Good work,4.4
106,390,He is very inquisitive and committed to the learning process,5.1
107,391,Actively involved him self in the tasks,4.714285714285714
108,392,Student performed well.,7.0
109,393,Student developed database.,8.333333333333334
110,394,"He was given a task to do different code snippets with PHP before he can start on a real-world project, He has done well all the basics of PHP, With this, he is good to go.",3.8055555555555554
111,399,Completed to my satisfaction,6.25
112,400,Completed within the time frame specified.,6.166666666666667
113,401,Competed to my satisfaction.,6.25
114,402,Completed to my satisfaction,6.25
115,403,Good work by the student,4.0
116,404,Student master the principles faster. He delivers the right thing and on time.,5.076923076923077
117,406,He has the interest of learning new and challenging things as he was able to understand and implement wireless networks,5.0
118,407,Good attitude and enthusiasm,6.25
119,408,Good resilience traits and team work,5.166666666666667
120,414,"At the end of that week, he presented a complete definition of the User interface that all stakeholders liked. All pages were well aligned and presentable, he was putting custom CSS and bootstrap together with back end data.",4.921052631578948
121,415,Accomplished the tasks and the websites were tested locally,5.666666666666667
122,416,Implemented mobile money payment from a third party provider. He has to use an API from MTN for a more feasible solution,4.5
123,417,"I am impressed by Belinda's front end skills and ability to design information systems.
She has managed to analyze the data that was handed to her and generate UI wireframes for the visualization in a web application",4.864864864864865
124,418,"The enthusiasm to learn that has been displayed and exercised is a good indicator of a serious person/student. Keep it up, Ms Angella. The sky will be the limit if this attitude is taken up in your upcoming career.",4.512820512820513
125,422,Successfully finished the tasks,7.0
126,423,Active in all tasks available,5.0
127,437,Forms were developed,6.0
128,438,quite impresive and on time,4.6
129,439,Developed website,8.0
130,445,He now knows the importance of a network and how to share resources,4.230769230769231
131,453,OK,2.0
132,455,OK,2.0
133,456,OK,2.0
134,457,Very much eager to learn and involve her self more in the activities,4.3076923076923075
135,458,OK,2.0
136,469,"- Good attitude and reception towards learning new things. 
- She was able to ask for help whenever she needed it.",4.428571428571429
137,470,The pizza system has come a long way and it seems to have helped her learn how to navigate challenges. I would like to see it implemented in the business world in future if possible,4.2
138,471,student progressed well.,7.333333333333333
139,472,Checked and completed,6.333333333333333
140,473,Checked and completed,6.333333333333333
141,474,He understood the concept of hardware very well given his prior knowledge about some of the things.,4.882352941176471
142,475,This was new to him but nevertheless he managed to implement each aspect we talked about. Good work done,4.526315789473684
143,476,He knows things to do with IP addresses theoretically but now am sure he know his to apply them too,4.0
144,477,He is very determined yo learn new things as most of the things talked about were new. Otherwise very good listener,4.523809523809524
145,478,This was a bit challenging in the beginning but picked up and understood the concept,4.666666666666667
146,479,She is a quick learner and can put things into practice,4.090909090909091
147,482,Bridget was a very smart and active intern who showed interest in her assignments. She was always asking questions and very inquisitive though she had some difficulty with the terms used in the office. She has a high spirit of team work and was getting along with the staff well. She exhibited very good knowledge in networks and was good in application of networking skills. I noticed she pays close attention to instructions given to her and she was on track. I am very confident that her internship is going to be valuable because she is very disciplined and always seeking new ideas and knowledge.,4.733333333333333
148,493,"Namugema is very focused and good at time management. The tasks given to her were assessed and she was excellent and submitted them in time despite the internet shut down. She is always seeking  feedback and positively responds to criticism. She did all of the tasks asked of her and more. She felt comfortable enough to trust her instincts and handled many situations which alleviated much of our work load. I and the staff were all very impressed by her ability to assess the work and get things accomplished in a short work day. Our department trusted her to deal with device and network troubleshooting on her own, and she always delivered above and
beyond. I expected her to come in each day and know exactly what had to get done. She also did this with ease and was great about updating me, asked intelligent questions and picked everything up very quickly, which was the biggest advantage. She surpassed all expectations and really ran with everything we handed to her. I was very impressed with her communication, leadership, self-driven skills and traits as well as commitment to her work. There are times when she could report a bit late but used the time when in the office productively and accomplished a lot in the short time she was available. She was helpful to the staff and gave assistance.",4.732456140350878
149,499,"Namugema is highly intelligent, well organized, and motivated to work on varied assignments. Billbrain Technologies Ltd and staff were very impressed with her work ethics, enthusiasm, and drive. As indicated above she demonstrated a good base knowledge which allowed us to assign our internal financial transactions management system design and analysis to her to work our project team. Her work product was thorough, attention to detail was exceptional and she will a dedicated and ideal employee or leader to any company considering her for employment.",5.529411764705882
150,501,"Namugema Bridget has served as an intern with particular distinction. Her initiative to learn about business processes and do more hands on for system design was commendable. Bridget has great organizational skills, uses initiative and always follows through. I believe it has been a positive learning experience, learning some basic business etiquette (especially in a hierarchical
institution).  Awesome leadership skills, computer competency, very good communication skills, great team player and cooperation, fantastic time management, hardworking spirit are a great description of Bridget. Her internship time has been remarkable and we look forward to working with her any time. Overall she is an excellent intern and has been resourceful. She surely deserves an A",5.814159292035399
151,510,"Sherinah is conscientious and confident in her work, she's a very personable individual, has very good work ethics and follows direction well. she's so inquisitive and always demands to know more about new things concerning the tasks given and asks questions on different sides of life.

she's was much more conversant with networking and had most of the networking skills and she was good at it.

Sherinah has been disciplined and a very passionate woman who wants to learn and improve on herself every day.

Its an Excellent for me.",4.911111111111111
152,520,"Nantambi Sherinah displayed strong organizational skills. These combined with outstanding social skills and a dedicated work ethic made her an outstanding asset to our IT team, so intelligent and committed to the work, Her sense of purpose and professionalism
will see her far in the career path of her choice, she could take more initiative, self-confidence, excellent prospects. she clearly showed a genuine interests during her tasks and could submit them in time as expected. she was a good time keeper that is to say, she could make it  to the office early in the morning in order to start up her given tasks, however there are days she used to come at the office a little bit late but she had strong evident reasons, she is confident and self driven, she's has got leadership skills and good communication skills as well.
its a pleasure to work with her because she is very diligent, responsible. has great ideas and besides all that, her verbal communication skills have improved greatly since the 1st day she started her internship.",4.875706214689266
153,526,"Nantambi is a quick learner and continues to learn all of the aspects of working on on-line learning. There is a wide range of work to be done at Billbrain Technologies and thus far, she has jumped in head-first to learn the many aspects of the company. she recently requested additional work which shows me she is confident in her capabilities. she is an excellent asset to our company (BILLBRAIN TECHNOLOGIES LDT) and brought new and innovative ideas to the table. she will be greatly missed. she has served as an intern with particular distinction. she is highly intelligent, very well organized, and motivated to work on varied assignments. Very hard working, good ideas; needs a little work on taking constructive criticism, she is a tremendous help to us that is to say, she was able to put together all of the information that was needed in a precise research and computer skills, communication skills are some of the best I’ve seen in her. she makes a difficult task look easy, and can articulate her findings with extreme clarity. she is always willing to do whatever needs to be done and has a great personality.

 she’s a great intern with a bright future.",4.74384236453202
154,528,A very committed Student. He's been able to finish his tasks on time,4.3076923076923075
155,529,"Billbrain staff, stake holders and I are satisfied with Sherinah's overall performance. I certainly would consider her for a more permanent job in the future, she did all of the tasks asked of her and more. She felt comfortable enough
to trust her instincts and handled many situations which alleviated much of our work load. We were all very impressed by her ability to assess the work and get things accomplished in a short work day. Our IT department trusted her to deal with our Websites with her intern team, and they  always delivered above and beyond. I expected Nantambi to come in each day and know exactly what had to get done. She also did this with ease and was great about updating me, asked
intelligent questions and picked everything up very quickly, which was the biggest advantage. She surpassed all expectations and really ran with everything we handed to her.
I would like to express what an amazing intern Nantambi Sherinah was for me and our for the short period we interacted with her, truly one of a kind. She was unbelievably responsible, poised, professional, personable, and a great team member!  she did an excellent job during her internship program. She shows a strong desire to learn and great maturity. She was given many different tasks and completed all with little guidance. I believe that she has an amazing future ahead of her in information system and anywhere else. She is the type of person that people want to work with and be around which is rare. I hope she is
proud of what she accomplished here.",4.717472118959108
156,530,Great progress,6.5
157,531,"Good progress, he's a quick learner and very positive. He has been able to complete the assigned tasks in the required time period despite the difficulty in the internet connection.",5.066666666666666
158,535,All assignments well done.,5.75
159,565,"He is a quick learner,  completed the task, and meant the acceptance criteria.
He should improve on the speed of completing as many tasks as possible in a week.
He should improve on team work.",4.485714285714286
160,568,"The student was taken through the steps followed to configure desk phone extensions in an office. He was eager to learn and his level of enthusiasm reveals a good progress.
He was also taken through fixing of different errors on computers related to internal and peripheral components.
We are looking forward to giving him chance to more practice.",5.0
161,569,Good work.,4.5
162,570,He is serious and hardworking as he is able to make research of the things done before. Good work,4.157894736842105
163,573,The Intern attended with staff ToT on Moodle E-learning Management System were he acquired admin skills,5.5
164,574,The Intern participated in configuration of wireless networks where he showed confidence and skills in managing wireless networks.,6.277777777777778
165,575,She has the idea about these wireless networks and with more practice will become very good,4.75
166,578,All the above tasks were completed,4.833333333333333
167,586,She now knows the challenges with wireless networks and can deal with them,4.769230769230769
168,587,Tasks well completed.,6.333333333333333
169,589,Good attitude amidst challenges. Well done,6.166666666666667
170,590,"He has some bit of understanding of how Javascript works, and how it saves the user time and data as they move from page to page. He can send data from the user interface to the back end (Server-side) through Ajax.",4.2439024390243905
171,591,She is picking up so well and with persistency will be excellent,4.416666666666667
172,592,She participates actively to see that she learns,5.125
173,593,Assignments well done. Good team work skills.,5.571428571428571
174,594,"Good attempt, more practice and research needed.",6.0
175,595,"Practically she is well versed with Microsoft office applications, which is widely used by many professionals.",5.9375
176,596,"Student was able to deploy synology server and created server volumes, installed active directory server, active directory backup for business and create users and user groups.
Student also configured Mikrotic router and Lynksys router. There by demonstrating Network and server management skills.
Student equally prepared reports in excel and word processing about list of computers and the users.",5.879310344827586
177,597,The student acquired more hands on network skills in regards to wireless networks. He also participated in the installation and administration  of Proxmox Virtual environment and installation of Ubuntu 20.04 server,5.903225806451613
178,600,Willingness to learn and face new challenges with ease.,5.222222222222222
179,605,"Task well-executed, and delivered. Thank you, Mahad for the dedication.",6.2
180,607,Student developed well.,7.0
181,631,He is able to troubleshoot and fix a problem which is very good,3.923076923076923
182,651,The work was well done and with more practice will be better,4.083333333333333
183,667,"This week, he produced the animated front page, with attractive motions, the most important section (Pricing and subscription) was also added and it was fully functional.",5.576923076923077
184,728,He likes to encounter new things and pats attention to understand the ideas,4.846153846153846
185,731,"Given the desire to learn attributes, I can testify that Ms Angella can practically set up a basic LAN, WAN and Access control infrastructure. Thank you for putting theory to practice.",4.967741935483871
186,734,"During this period where there was a shortage of staff in the department, Ms Angella filled in the gap by setting up various laptops and in record time we managed to issue them to the end-users and projects personnel. Thank you for the tireless effort and delivery on time.",4.591836734693878
187,735,She did not do this at our company,3.375
188,740,Student acquired and demonstrated practical knowledge in networking by assigning IP addresses manually and understood the practical DHCP operation. Student also created users and user groups in the server  thus got familiar with  user management.,6.0
189,743,Good software developer and a quick learner.,5.428571428571429
190,746,"Successful in this week's tasks. He will now work with  YSAVE MEMBER SYSTEM, and improve the application",5.117647058823529
191,752,Promising progress. Student takes effort to solve all challenges.,6.333333333333333
192,764,Database successfully created.,9.333333333333334
193,765,"He successfully created an HTML form, to capture student's records.",5.8
194,766,He successfully designed an eye catching interface using bootstrap and CSS,5.818181818181818
195,767,Douglas' ability to multitask makes him a promising developer. I wish him the very best.,4.933333333333334
196,768,He successfully created a database for a movie store,4.888888888888889
197,769,He successfully created an HTML form to capture students details,5.5
198,770,He successfully designed eye catching interfaces using bootstrap and CSS,6.3
199,771,"I am impressed with Godfrey's desire of learning how to code systems from scratch. If he can continue brushing up his coding skills,  he will be a greater developer.",4.689655172413793
200,772,She has the interest in making sure things workout and with more practice will become better,4.8125
201,780,"The student was able to demonstrate transfer and replacement of computer/laptop components, such as key board, replacement of CMOS battery, replacement of laptop motherboard. He was also charged with recording computing devices in the IT store and updating the information in the inventory. 
The work was well done.",5.5625
202,787,"This week, Joseph learned and implemented USSD and SMS using Object-Oriented PHP and MySQL, He also learned how to deploy PHP applications and a live server, He now knows how to install libraries using composer (A command-line application used to install external libraries into a PHP application). He has known how to prepare the application procedure before starting to code.",5.3
203,788,He was new to security but he did well on the assignment and has interacted well with the cpanel.,4.157894736842105
204,793,Assignments well done. Good enthusiasm too,6.166666666666667
205,796,Nice piece of work done.,4.0
206,797,Beautiful website made. More practice and research,6.285714285714286
207,800,She did not do this at our company,3.375
208,802,All tasks have been completed in time as instructed,4.777777777777778
209,803,"Being that she is a person who pays attention to details, mastering Graphics design was a lot easier than I expected. She  has great knowledge about industrial dominating tools such as Adobe Illustrator, that is highly used world wide for Designs. I therefore recommend the University to add more emphasis to practical fields such as Graphics and design, so as to prepare the students for any job challenge in the real world.",4.902777777777778
210,805,"He completed the task, meant the acceptance criteria, and completed it within a minimal time frame.",5.25
211,811,Good attempt and attitude amidst challenges.,6.5
212,817,"Maintains good working relationships with coworkers.
Has a good attendance record.
Error rate is acceptable, and all work is completed timely.",5.809523809523809
213,821,He added the functionality and its functioning well.,5.625
214,822,"Faith's progress has once again been impressive. She thinks out of the box and is willing to learn, which will take her very far in the field of software engineering. There is still a lot for her to learn but I believe she possesses the right qualities to keep improving.",4.44
215,823,Faith has displayed knowledge in the various steps involved during the Software Development Life Cycle. She is keen on reaching the implementation step but she is well aware of what is involved in the design stage with provides a smooth transition towards implementation.,5.325581395348837
216,842,This was a very productive week. A lot of progress was made by Benjamin and team.,4.125
217,843,This week was productive. Benjamin and team executed well.,5.555555555555555
218,844,Tasks and assignments well completed. Good interaction during lessons,6.777777777777778
219,846,All task were completed,5.0
220,869,She had good knowledge about the foundation of the web especially from the University. So Introducing her to the practice of Website development and design was easier. I recommend continued practice in this area.,5.264705882352941
221,870,She is eager to learn new technologies. This can be seen by how much questions she asks during the training sessions.,4.619047619047619
222,877,"The Internee was given an exercise of adding a splash screen, a progress bar, and a recycler view  using Java language in android studio.
The purpose of this was to help the internee to express advancement in his software development environment.
This was done successfully.
However, he has also to do more in adding top nav bar and creating a dashboard",4.786885245901639
223,893,Well completed,6.5
224,894,Excellent,9.0
225,898,"He was able to complete and demo all the tasks assigned, excellent performance for DevOps.",5.066666666666666
226,905,"It was a good and quick activity, because most of the things like creating databases on live server, and uploading sources were being done by him.",4.653846153846154
227,913,She did not do this at our company,3.375
228,964,Student has kicked off the bootcamp stage and started gaining further capacity in the various concepts of software engineering that will enable him gain  capacity to deliver a software product.,5.433333333333334
229,966,Student has demonstrated some a foundation and background knowledge in database design and implementation and there is great room for improvement.,6.0
230,968,Student has finalised learning of database design. Great team work demonstrated. He is new to the S.O.L.I.D and needs to learn these very fast.,5.0
231,970,Deployment learnt and other tasks accomplished on time. Students needs to adopt to fast pace learning.,5.4375
232,971,Student is exposed to new concepts in TDD and Design Patterns and needs to learn and practice these early enough. Pull up your socks,4.541666666666667
233,972,Applied and demonstrated how to build and run tests. Individual project on TDD delivered.,5.428571428571429
234,973,Student has gained some knowledge in BDD but slow at implementation. Great work for improvement.,5.466666666666667
235,974,Demonstrated ability to implement CI/CD in a real project. Great work this week.,5.230769230769231
236,975,Student has prior knowledge in code refactoring and some insights in debugging and code smells. Great foundation by university.,5.7368421052631575
237,976,Student introduced to Team at Laboremus and he has began on interaction with client to establish requirements. Team work with new team assigned needs improvement.,5.52
238,977,Vision and scope document presented and student has to do some improvements based on client input. Requirements elicitation techniques.,6.157894736842105
239,978,"Vision and scope delivered student has started on the SRS, his documentation skills are improving",5.533333333333333
240,979,Great research work demonstrated in trying to produce the SDD. Version 1 delivered on time with his team,4.833333333333333
241,980,"ERD and its related documentation delivered, clients with so many changes so final version yet to be approved. Great team leadership by student in sharing knowledge with his team members.",5.266666666666667
242,981,Student together with team has delivered and mockup designs for the system.,5.333333333333333
243,982,Task of project planning and role assignment done. Student has assumed the role of front end development,5.176470588235294
244,983,"Project initiation and tools done on time, break off for holidays.",5.090909090909091
245,984,Festive season. Nothing evaluated,7.5
246,985,Front end mock up for users that implemented as required by the student. Need to make better improvements on it.,4.65
247,986,"Some time taken for student to adjust to the back-end and gain capacity and implement his news tasks
Internet shut down has affected the pace of the student that of the team.",4.46875
248,987,"Feature 2 of system not fully done and some other pending tasks. Student needs to gain faster pace.
Internet shut down has further affected the pace of the student that of the team.",4.515151515151516
249,988,Project behind timeline but student has ability to accomplish the tasks. Internet is back and student has picked up pace once again.,5.045454545454546
250,989,Project timeline on track. Great team work. Student is now doing code review and improvements.,5.333333333333333
251,990,"With initial testing, some bugs detected and  student has demonstrated the ability to read errors and bugs plus the ability to debug  them",4.956521739130435
252,991,Project still on going in the last phases but most of the tasks accomplished and ready for final presentation,4.7894736842105265
253,992,Good conduct and time keeping.,5.2
254,993,Ms. Angella's attentiveness and desire to learn what she is not familiar with is very admirable. Thank you for this drive. Software installations can be done independently which is very good to see.,5.03030303030303
255,994,MS. Angella's willingness to learn and drive to seek clarity ranks her as a super learner. Well done Angella.,4.7894736842105265
256,1006,"He completed the task, meant the acceptance criteria, and completed it within a minimal time frame.",5.25
257,1042,"Using android Studio
The trainee was tasked with the continuation of the last week’s pending work including adding top nav bar, creating a dashboard and filtering a recycler view, using Java language in android studio.

In web development, using HTML
The trainee was given an exercise of adding a favicon to a website in HTML.
The purpose of this was to help the trainee to learn more concerning web development.

It was a good experience seeing him exercise a good progress while learning.",4.891566265060241
258,1057,"Work well done, good attitude amidst challenges.",6.0
259,1058,"Tasks well completed, nice website done.",5.833333333333333
260,1059,Looking forward to the final report,5.0
261,1060,Looking forward to receiving the final report,5.571428571428571
262,1082,The UI he made was responsive and beautiful,4.5
263,1083,He faced challenges with the IDE but with my helping hand he accomplished the task.,4.6
264,1084,She is a quick learner and a person who pays attention to details. I encourage her to take on more practices in Web programming in order to master it and meet the market standard.,4.294117647058823
265,1085,"She was able to design her first website using the technologies learned. Given the small time period since the time the internship started, i say it was impressive. She however she needs to improve on her project management skills especially time.",5.048780487804878
266,1091,He could be relied on for completing his tasks on time.,4.090909090909091
267,1092,He tried his best to meet attendance despite the challenge of slow internet,4.846153846153846
268,1093,He took the initiative to consult where he needed assistance,5.1
269,1094,He scheduled his time off in advance to coordinate with the backend developer which was impressive,5.1875
270,1095,He consulted for better understanding which helped his progress.,6.222222222222222
271,1096,"Despite the time it required him to get tasks done, he gave in time and extra effort to see to it that things got done.",3.8
272,1097,He had the will to wait until he got in the right corner with the requirements for the good of his performance.,4.090909090909091
273,1103,"He completed the task, meant the acceptance criteria, and completed it within a minimal time frame.",5.25
274,1107,He followed his schedule and adhered to designated breaks for him as advised,4.923076923076923
275,1108,"We worked together to pull resources and the necessary data together, which helped the taking up of his tasks.",4.842105263157895
276,1109,"As was the usual, he communicated openly with his team and asked for assistance where necessary",5.0
277,1110,He took the initiative to ask for assistance,4.625
278,1111,He took the time to listen as we reviewed his performance,4.2727272727272725
279,1112,I noted that he was embracing the culture of knowledge sharing in his research which in itself answered some of his questions.,4.7727272727272725
280,1113,He was building good relationships with the team,5.125
281,1114,He effectively communicates,8.333333333333334
282,1115,He has a willingness to listen which helps his learning,4.6
283,1116,He's a great team player,4.0
284,1117,He supports others in integrating and fulfilling their tasks,5.777777777777778
285,1118,He did his very best to get tasks done,3.3333333333333335
286,1119,He gave the team members an opportunity to teach him and he was a good learner,3.9375
287,1120,He can be relied upon by the team mates,3.4444444444444446
288,1121,He works to be the best for the team,3.111111111111111
289,1122,He delivers urgently when he has all necessary resources which eases our work and betters his learning,5.0588235294117645
290,1123,He expertly prioritizes work,6.25
291,1124,He exceeded my expectations by delivering more than the assigned work,5.363636363636363
292,1125,He makes the best use of his time,3.25
293,1126,He expertly prioritizes his work without getting tangled in unnecessary detail,6.181818181818182
294,1163,She need to invest more time experimenting with what she has learnt and not stick to only what has been taught or discussed during the internship sessions. Her overall progress is promising.,4.96875
